Title1,Title2,DisciplineIdsString
Adamantius,Adamantius,102 104 106 701
ADANSONIA,Adansonia,402 604
Adaptation-The Journal of Literature on Screen Studies,Adaptation,106 107
ADAPTED PHYSICAL ACTIVITY QUARTERLY,Adapted Physical Activity Quarterly,204 302 303 304
ADAPTIVE BEHAVIOR,Adaptive Behavior,102 202 301 304 508 511 604
Adaptive Human Behavior and Physiology,Adaptive Human Behavior and Physiology,204 301 302 304 511 604
ADCAIJ-Advances in Distributed Computing and Artificial Intelligence Journal,,202 203 602
AdComunica-Revista Cientifica de Estrategias Tendencias e Innovacion en Communicacion,,106
Addicta-The Turkish Journal on Addictions,,304
ADDICTION,Addiction,204 301 302 304 511
ADDICTION BIOLOGY,Addiction Biology,301 302 304 604
ADDICTION RESEARCH & THEORY,Addiction Research and Theory,301 302 304 508
Addiction Science & Clinical Practice,Addiction Science & Clinical Practice,204 301 302 304
ADDICTIVE BEHAVIORS,Addictive Behaviors,301 302 304 511 604
Addictive Disorders & Their Treatment,Addictive Disorders and their Treatment,204 301 302 304 511
Additive Manufacturing,Additive Manufacturing,202 204 206 207 208 301 605
Adelaide Law Review,,507
Adeptus,,104 106 508
ADHD-Attention Deficit and Hyperactivity Disorders,ADHD Attention Deficit and Hyperactivity Disorders,204 301 302 304 509 511
Adicciones,Adicciones,204 301 302 511
Adipocyte,Adipocyte,204 301 302 303 304 604
ADMET and DMPK,ADMET and DMPK,204 209 301 302 605
AD-minister,,506
Administracao Publica e Gestao Social,,505 507
Administracao-Ensino e Pesquisa,,503 506
Administration,Administration,505 506 508
ADMINISTRATION & SOCIETY,Administration and Society,505 506 508
Administration and Policy in Mental Health and Mental Health Services Research,Administration and Policy in Mental Health and Mental Health Services Research,106 301 304
ADMINISTRATIVE LAW REVIEW,,507
ADMINISTRATIVE SCIENCE QUARTERLY,Administrative Science Quarterly,106 505 506 508
Administrative Sciences,,505 506
Adolescent Health Medicine and Therapeutics,,204 301 302 303 304
Adolescent Psychiatry,,302 304
Adoption and Fostering,Adoption & Fostering,106 304 507 508 511
Adoption Quarterly,Adoption Quarterly,106 304 507 508
ADSORPTION SCIENCE & TECHNOLOGY,Adsorption Science and Technology,204 205 207 208 209 301 401 402 605 606
ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY,Adsorption,204 205 207 208 209 301 401 402 605 606
ADULT EDUCATION QUARTERLY,Adult Education Quarterly,509
Adultspan Journal,Adultspan Journal,511
Advanced Biomedical Engineering,Advanced Biomedical Engineering,202 204 207 208 301 302 304 403 605
Advanced Biosystems,,204 205 207 301 605
ADVANCED COMPOSITE MATERIALS,Advanced Composite Materials,204 205 206 207 208 301 401 605
ADVANCED COMPOSITES LETTERS,Advanced Composites Letters,203 204 205 207 208 301
ADVANCED DRUG DELIVERY REVIEWS,Advanced Drug Delivery Reviews,204 207 301 302 304 605
Advanced Education,,201 509
Advanced Electromagnetics,Advanced Electromagnetics,202 204 207 208 606
Advanced Electronic Materials,Advanced Electronic Materials,202 204 207 208 605
Advanced Emergency Nursing Journal,Advanced Emergency Nursing Journal,304
Advanced Energy Materials,Advanced Energy Materials,201 202 204 207 208 605
ADVANCED ENGINEERING INFORMATICS,Advanced Engineering Informatics,203 204 206 208 602
ADVANCED ENGINEERING MATERIALS,Advanced Engineering Materials,202 204 205 206 207 208 209 301 401 605 606
ADVANCED FUNCTIONAL MATERIALS,Advanced Functional Materials,202 204 205 207 208 301 401 605 606
Advanced Healthcare Materials,Advanced healthcare materials,106 202 204 207 208 301 302 304 605
Advanced Manufacturing-Polymer & Composites Science,,202 203 204 205 207 208 401 605
ADVANCED MATERIALS,Advanced Materials,201 202 204 206 207 208 301 401 605 606
ADVANCED MATERIALS & PROCESSES,,204 205 207 208 301 401 605
Advanced Materials Interfaces,Advanced Materials Interfaces,204 205 206 207 208 301 401 402 403 605
Advanced Materials Technologies,Advanced Materials Technologies,201 202 203 204 205 207 208 301 605
ADVANCED NONLINEAR STUDIES,Advanced Nonlinear Studies,603 606
Advanced Optical Materials,Advanced Optical Materials,202 204 207 208 605 606
Advanced Optical Technologies,Advanced Optical Technologies,202 203 204 207 208 301 601 606
Advanced Pharmaceutical Bulletin,Advanced Pharmaceutical Bulletin,301 302 304 605
Advanced Porous Materials,,204 205 207 208 301 605
ADVANCED POWDER TECHNOLOGY,Advanced Powder Technology,204 205 206 207 208 209 301 402 403 605
ADVANCED ROBOTICS,Advanced Robotics,202 204 208 602
Advanced Science,Advanced Science,204 206 207 208 301 304 601 604 605 606
Advanced Steel Construction,Advanced Steel Construction,206 207 208 209
Advanced Structural and Chemical Imaging,Advanced Structural and Chemical Imaging,202 203 204 205 207 209 301 304 403 604 605
Advanced Sustainable Systems,,201 208 209 402 501 506
ADVANCED SYNTHESIS & CATALYSIS,Advanced Synthesis and Catalysis,204 205 301 403 604 605
Advancements in Life Sciences,,204 604 605
Advances and Applications in Discrete Mathematics,,603
Advances and Applications in Mathematical Sciences,,603
Advances and Applications in Statistics,,203 501 506 508 603
Advances in Accounting,,506
Advances in Acoustics and Vibration,Advances in Acoustics and Vibration,202 204 206 207 208 209 304 606
Advances in Aircraft and Spacecraft Science,Advances in Aircraft and Spacecraft Science,202 208 605
ADVANCES IN ANATOMIC PATHOLOGY,Advances in Anatomic Pathology,301 302 304 404 604
Advances in Applied Ceramics,Advances in Applied Ceramics,202 204 205 207 208 605
Advances in Applied Clifford Algebras,Advances in Applied Clifford Algebras,203 603 606
ADVANCES IN APPLIED MATHEMATICS,Advances in Applied Mathematics,202 203 208 602 603
Advances in Applied Mathematics and Mechanics,Advances in Applied Mathematics and Mechanics,202 203 204 206 208 602 603
ADVANCES IN APPLIED PROBABILITY,Advances in Applied Probability,203 501 506 508 602 603
Advances in Astronomy,Advances in Astronomy,601
Advances in Astronomy and Space Physics,,601
ADVANCES IN ATMOSPHERIC SCIENCES,Advances in Atmospheric Sciences,209 607
Advances in Autism,Advances in Autism,204 301 302 304 509 511 604
Advances in Building Energy Research,Advances in Building Energy Research,201 202 206 209
Advances in Calculus of Variations,Advances in Calculus of Variations,202 203 603
Advances in Cellular and Molecular Otolaryngology,,302 304
ADVANCES IN CEMENT RESEARCH,Advances in Cement Research,205 206 207 209 605
ADVANCES IN CHRONIC KIDNEY DISEASE,Advances in Chronic Kidney Disease,204 302 304
Advances in Civil Engineering,Advances in Civil Engineering,209
Advances in Civil Engineering Materials,Advances in Civil Engineering Materials,206 207 605
Advances in Climate Change Research,Advances in Climate Change Research,209 401 402 607
Advances in Clinical and Experimental Medicine,Advances in Clinical and Experimental Medicine,204 301 302 303 304 403 404 604
Advances in Cognitive Psychology,Advances in Cognitive Psychology,304 511
ADVANCES IN COLLOID AND INTERFACE SCIENCE,Advances in Colloid and Interface Science,202 204 205 207 301 403 605 606
ADVANCES IN COMPLEX SYSTEMS,Advances in Complex Systems,106 202 203 204 206 207 208 209 301 402 506 507 508 602 603 604 605 606
Advances in Computational Design,,203 204 208 602
ADVANCES IN COMPUTATIONAL MATHEMATICS,Advances in Computational Mathematics,202 203 208 602 603
Advances in Concrete Construction,Advances in Concrete Construction,206 207 209
Advances in Condensed Matter Physics,Advances in Condensed Matter Physics,204 208 209 605 606
Advances in Data Analysis and Classification,Advances in Data Analysis and Classification,203 204 206 506 508 602
Advances in Data Science and Adaptive Analysis,,203 204 602 603
Advances in Developing Human Resources,Advances in Developing Human Resources,506
Advances in Difference Equations,Advances in Difference Equations,603
Advances in Differential Equations,Advances in Differential Equations,202 603
Advances in Differential Equations and Control Processes,,202 603
Advances in Digestive Medicine,,204 302 304
Advances in Dual Diagnosis,Advances in Dual Diagnosis,301 302
Advances in Electrical and Computer Engineering,Advances in Electrical and Computer Engineering,202 203 204 602
Advances in Electrical and Electronic Engineering,Advances in Electrical and Electronic Engineering,202 204
Advances in Energy Research,,209 605
Advances in Engineering Education,Advances in Engineering Education,203 206
ADVANCES IN ENGINEERING SOFTWARE,Advances in Engineering Software,203 204 206 208 602
Advances in Environmental Research-An International Journal,,201 206 209 605
Advances in Fuzzy Systems,Advances in Fuzzy Systems,202 203 204 208 501 506 602 603
ADVANCES IN GEOMETRY,Advances in Geometry,603
Advances in Group Theory and Applications,,603
ADVANCES IN HEALTH SCIENCES EDUCATION,Advances in Health Sciences Education,106 204 301 302 303 304 404 506
Advances in High Energy Physics,Advances in High Energy Physics,606
Advances in Hospitality and Tourism Research-AHTR,,303 502 506
Advances in Human Biology,,204 304 604
Advances in Human-Computer Interaction,Advances in Human-Computer Interaction,201 202 203 204 208 506 508 602
Advances in Integrative Medicine,Advances in Integrative Medicine,106 204 301 302 303 304 605
Advances in Life Course Research,Advances in Life Course Research,303 304 501 508 511
Advances in Manufacturing,Advances in Manufacturing,202 204 206 207 208
Advances in Materials Research-An International Journal,Advances in Materials Research (South Korea),202 204 207 208 301
Advances in Materials Science,,204 205 206 207 208 301 605
Advances in Materials Science and Engineering,Advances in Materials Science and Engineering,204 205 207 208 209 301 605
Advances in Mathematical Physics,Advances in Mathematical Physics,601 603 606
ADVANCES IN MATHEMATICS,Advances in Mathematics,603
Advances in Mathematics of Communications,Advances in Mathematics of Communications,203 602 603
Advances in Mechanical Engineering,Advances in Mechanical Engineering,204 206 208 209
Advances in Medical Education and Practice,,204 301 302
Advances in Medical Sciences,Advances in Medical Sciences,204 301 302 303 304 403 404 605
Advances in Mental Health,Advances in Mental Health,302 303 304 511
Advances in Mental Health and Intellectual Disabilities,Advances in Mental Health and Intellectual Disabilities,302 509 511
Advances in Meteorology,Advances in Meteorology,209 401 402 605 606 607
Advances in Microbiology,,204 301 304 401 402 403 404 604 605
Advances in Multimedia,Advances in Multimedia,202 203 204 506 602
Advances in Nano Research,Advances in Nano Research,202 204 205 206 207 208 301 304 402 604 605 606
Advances in Neonatal Care,Advances in Neonatal Care,204 301 302 304 404
Advances in Neuroimmune Biology,Advances in Neuroimmune Biology,204 301 302 304 604 605
Advances in Nonlinear Analysis,Advances in Nonlinear Analysis,202 206 208 603
ADVANCES IN NURSING SCIENCE,Advances in Nursing Science,304
Advances in Nutrition,Advances in Nutrition,204 301 302 304 402 403 605
Advances in Operations Research,Advances in Operations Research,203 208 501 506 602
Advances in Operator Theory,,603
Advances in Optics and Photonics,Advances in Optics and Photonics,202 204 301 605 606
Advances in OptoElectronics,Advances in OptoElectronics,202 204 207 605
Advances in Orthopedics,Advances in Orthopedics,204 302 304
Advances in Pharmacological Sciences,Advances in Pharmacological Sciences,204 301 302 304 404 604 605
Advances in Pharmacology and Pharmacy,,301 302 304 605
Advances in Physical Chemistry,Advances in Physical Chemistry,204 205 209 301 403 605 606
ADVANCES IN PHYSICS,Advances in Physics,204 206 606
Advances in Physics-X,Advances in Physics: X,204 601 606
ADVANCES IN PHYSIOLOGY EDUCATION,American Journal of Physiology - Advances in Physiology Education,204 301 302 304
ADVANCES IN POLYMER TECHNOLOGY,Advances in Polymer Technology,204 205 207 208 301 401 605
Advances in Production Engineering & Management,Advances in Production Engineering and Management,206 207 208 506
Advances in Pure and Applied Mathematics,Advances in Pure and Applied Mathematics,603
Advances in Respiratory Medicine,Advances in Respiratory Medicine,204 302 304
Advances in School Mental Health Promotion,Advances in School Mental Health Promotion,301 302 304 509 511
Advances in Science and Technology-Research Journal,,203 204 205 206 207 208 209
Advances in Skin & Wound Care,Advances in Skin and Wound Care,204 301 302 304
ADVANCES IN SPACE RESEARCH,Advances in Space Research,202 206 208 209 601
ADVANCES IN STRUCTURAL ENGINEERING,Advances in Structural Engineering,206 208 209 401
Advances in Theoretical and Mathematical Physics,Advances in Theoretical and Mathematical Physics,601 603 606
ADVANCES IN THERAPY,Advances in Therapy,204 301 302 304 404 605
Advances in Tribology,Advances in Tribology,204 206 207 208
Advances in Urology,Advances in Urology,204 302 304
Advances in Virology,Advances in Virology,301 302 304 402 404 604 605
ADVANCES IN WATER RESOURCES,Advances in Water Resources,201 206 209 401 402 605 607
Advances in Wound Care,Advances in Wound Care,204 301 302 304 605
Aedos-Revista do Corpo Discente do Programa de Pos-Graduacao em Historia da UFRGS,,103
Aeolian Research,Aeolian Research,201 206 209 607
Aequationes Mathematicae,Aequationes Mathematicae,603
AEROBIOLOGIA,Aerobiologia,204 209 301 302 402 403 604
AERONAUTICAL JOURNAL,Aeronautical Journal,202 206
Aerosol and Air Quality Research,Aerosol and Air Quality Research,205 209 605 607
AEROSOL SCIENCE AND TECHNOLOGY,Aerosol Science and Technology,204 205 207 209 301 605 607
Aerospace,Aerospace,202 208
AEROSPACE AMERICA,,202 208
Aerospace Medicine and Human Performance,Aerospace medicine and human performance,204 208 301 302 304
Aerospace Research in Bulgaria,,202 208 601
AEROSPACE SCIENCE AND TECHNOLOGY,Aerospace Science and Technology,202 206 208
AESTHETIC PLASTIC SURGERY,Aesthetic Plastic Surgery,204 302 304
Aesthetic Surgery Journal,Aesthetic Surgery Journal,204 301 302 304
Aestimatio-The IEB International Journal of Finance,,501 506
Aestimum,Aestimum,201 501 502 508
AEU-INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS,AEU - International Journal of Electronics and Communications,202 203 204 602
AEVUM-RASSEGNA DI SCIENZE STORICHE LINGUISTICHE E FILOLOGICHE,Aevum - Rassegna di Scienze Storiche Linguistiche e Filologiche,101 104 105 106 701
AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK,Affilia - Journal of Women and Social Work,106 304 508
AFINIDAD,Afinidad,204 205 208 209 301 402 403 605
Afkar-Jurnal Akidah & Pemikiran Islam-Journal of Aqidah & Islamic Thought,,102 106
AFRICA,Africa,106 502 505 508
Africa Education Review,Africa Education Review,508 509
Africa Spectrum,Afrika Spectrum,106 502 505
AFRICAN AFFAIRS,African Affairs,106 502 505 506 508
AFRICAN AMERICAN REVIEW,African American Review,105 106 508
African and Asian Studies,African and Asian Studies,103 105 106 502 505 508
African Archaeological Review,African Archaeological Review,101 103 106 201
AFRICAN ARTS,African Arts,106 107
AFRICAN DEVELOPMENT REVIEW-REVUE AFRICAINE DE DEVELOPPEMENT,African Development Review,106 501 506 508
African Diaspora,,106 505
African Disability Rights Yearbook,,507
AFRICAN ECONOMIC HISTORY,African Economic History,103 106 501
AFRICAN ENTOMOLOGY,African Entomology,604
African Geographical Review,African Geographical Review,106 201 502
African Health Sciences,African Health Sciences,106 204 301 302 304
African Historical Review,African Historical Review,103 106
AFRICAN INVERTEBRATES,African Invertebrates,604
African Journal of Accounting Auditing and Finance,,506
African Journal of Agricultural and Resource Economics-AFJARE,African Journal of Agricultural and Resource Economics,402 501 502 506
African Journal of Agricultural Research,,208 402
AFRICAN JOURNAL OF AQUATIC SCIENCE,African Journal of Aquatic Science,209 405 604
African Journal of Business Ethics,,106 506
African Journal of Diabetes Medicine,,204 302
African Journal of Disability,,204 303
AFRICAN JOURNAL OF ECOLOGY,African Journal of Ecology,209 401 402 604
African Journal of Economic and Management Studies,African Journal of Economic and Management Studies,501 502 506
African Journal of Emergency Medicine,African Journal of Emergency Medicine,204 302 304
African Journal of Health Professions Education,,204
AFRICAN JOURNAL OF HERPETOLOGY,African Journal of Herpetology,405 604
African Journal of Information Systems,,203 506 602
African Journal of International and Comparative Law,African Journal of International and Comparative Law,503 507 510
African Journal of Laboratory Medicine,African Journal of Laboratory Medicine,204 301 302
African Journal of Legal Studies,African Journal of Legal Studies,103 507 508
African Journal of Library Archives and Information Science,African Journal of Library Archives and Information Science,106 504 506
AFRICAN JOURNAL OF MARINE SCIENCE,African Journal of Marine Science,206 209 405 604
African Journal of Neurological Sciences,,204 302 303
African Journal of Nursing and Midwifery,Africa Journal of Nursing and Midwifery,508
African Journal of Primary Health Care & Family Medicine,African Journal of Primary Health Care and Family Medicine,106 204 301 302
AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE,African Journal of Range and Forage Science,209 402
African Journal of Reproductive Health,African Journal of Reproductive Health,106 204 302 304
African Journal of Research in Mathematics Science and Technology Education,"African Journal of Research in Mathematics, Science and Technology Education",204 209 602 603 606
African Journal of Respiratory Medicine,African Journal of Respiratory Medicine,204 302
African Journal of Rhetoric,,104 105
African Journal of Science Technology Innovation & Development,"African Journal of Science, Technology, Innovation and Development",203 204 207 208 209 301 402 502 506 507 508 602 605 606
African Journal of Urology,African Journal of Urology,204 302 304
