Title1,Title2,Humanities,Tech,Medical,Farm,Social,Science,Religion,Arts
Acta Politica,Acta Politica,2,0,0,0,2,0,0,0
ACTA POLONIAE HISTORICA,Acta Poloniae Historica,2,0,0,0,1,0,0,0
ACTA POLONIAE PHARMACEUTICA,Acta Poloniae Pharmaceutica,0,1,3,3,0,1,0,0
ACTA POLYMERICA SINICA,Acta Polymerica Sinica,0,4,1,0,0,0,0,0
Acta Polytechnica,Acta Polytechnica,0,5,0,0,0,0,0,0
Acta Polytechnica Hungarica,Acta Polytechnica Hungarica,0,5,0,0,0,0,0,0
ACTA PROTOZOOLOGICA,Acta Protozoologica,0,1,1,1,0,1,0,0
ACTA PSIQUIATRICA Y PSICOLOGICA DE AMERICA LATINA,,0,0,1,0,1,0,0,0
ACTA PSYCHIATRICA SCANDINAVICA,Acta Psychiatrica Scandinavica,0,0,2,0,0,0,0,0
ACTA PSYCHOLOGICA,Acta Psychologica,1,0,4,0,1,1,0,0
ACTA RADIOLOGICA,Acta Radiologica,0,1,3,0,0,0,0,0
Acta Radiologica Open,,0,1,2,1,0,0,0,0
Acta Reumatologica Portuguesa,Acta Reumatologica Portuguesa,0,1,2,0,0,0,0,0
Acta Scientiae Veterinariae,Acta Scientiae Veterinariae,0,0,0,2,0,0,0,0
ACTA SCIENTIARUM MATHEMATICARUM,Acta Scientiarum Mathematicarum,0,0,0,0,0,1,0,0
Acta Scientiarum Polonorum-Formatio Circumiectus,,0,1,0,1,0,0,0,0
Acta Scientiarum Polonorum-Hortorum Cultus,"Acta Scientiarum Polonorum, Hortorum Cultus",0,1,1,2,0,1,0,0
Acta Scientiarum Polonorum-Technologia Alimentaria,"Acta Scientiarum Polonorum, Technologia Alimentaria",0,1,1,3,0,0,0,0
ACTA SCIENTIARUM-AGRONOMY,Acta Scientiarum - Agronomy,0,0,0,1,0,0,0,0
ACTA SCIENTIARUM-HEALTH SCIENCES,Acta Scientiarum - Health Sciences,1,1,3,1,0,0,0,0
ACTA SCIENTIARUM-TECHNOLOGY,Acta Scientiarum - Technology,1,6,1,2,2,1,0,0
Acta Silvae et Ligni,,0,0,0,1,0,0,0,0
ACTA SOCIETATIS BOTANICORUM POLONIAE,Acta Societatis Botanicorum Poloniae,1,1,1,2,0,1,0,0
ACTA SOCIOLOGICA,Acta Sociologica,0,0,0,0,1,0,0,0
Acta Stomatologica Croatica,Acta Stomatologica Croatica,0,0,1,0,0,0,0,0
Acta Structilia,,0,0,0,0,2,0,0,0
Acta Technica Napocensis Series-Applied Mathematics Mechanics and Engineering,,0,1,0,0,0,0,0,0
Acta Theologica,Acta Theologica,0,0,0,0,1,0,1,0
ACTA TROPICA,Acta Tropica,0,0,3,1,0,1,0,0
Acta Turistica,Acta Turistica,0,1,0,0,2,0,0,0
Acta Universitatis Sapientiae Informatica,,0,1,0,0,0,1,0,0
Acta Universitatis Sapientiae-Film and Media Studies,,2,0,0,0,0,0,0,0
Acta Universitatis Sapientiae-Mathematica,"Acta Universitatis Sapientiae, Mathematica",0,0,0,0,0,1,0,0
ACTA VETERINARIA BRNO,Acta Veterinaria Brno,0,0,0,2,0,0,0,0
ACTA VETERINARIA HUNGARICA,Acta Veterinaria Hungarica,0,0,0,2,0,0,0,0
ACTA VETERINARIA SCANDINAVICA,Acta Veterinaria Scandinavica,0,1,1,2,0,0,0,0
ACTA VETERINARIA-BEOGRAD,Acta Veterinaria,0,0,0,2,0,0,0,0
ACTA VIROLOGICA,Acta Virologica,0,0,3,2,0,2,0,0
Acta Vulnologica,Acta Vulnologica,0,1,2,0,0,0,0,0
ACTA ZOOLOGICA,Acta Zoologica,0,1,1,3,0,1,0,0
ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE,Acta Zoologica Academiae Scientiarum Hungaricae,0,0,0,2,0,1,0,0
ACTA ZOOLOGICA BULGARICA,Acta Zoologica Bulgarica,0,0,0,2,0,1,0,0
Actas Dermo-Sifiliograficas,Actas Dermo-Sifiliograficas,0,1,3,0,0,0,0,0
ACTAS ESPANOLAS DE PSIQUIATRIA,Actas Espanolas de Psiquiatria,0,0,2,0,0,0,0,0
Actas Urologicas Espanolas,Actas Urologicas Espanolas,0,1,2,0,0,0,0,0
ACTES DE LA RECHERCHE EN SCIENCES SOCIALES,Actes de la recherche en sciences sociales,0,0,0,0,3,0,0,0
Action Learning,Action Learning: Research and Practice,0,0,0,0,1,0,0,0
Action Research,Action Research,0,0,1,0,4,0,0,0
Active and Passive Electronic Components,Active and Passive Electronic Components,0,3,0,0,0,0,0,0
Active Learning in Higher Education,Active Learning in Higher Education,0,1,0,0,2,0,0,0
Activitas Nervosa Superior Rediviva,Activitas Nervosa Superior Rediviva,0,1,2,0,0,1,0,0
Activitat Parlamentaria,,0,0,0,0,1,0,0,0
Activites-Revue Electronique,,0,0,0,0,1,0,0,0
Activities Adaptation & Aging,"Activities, Adaptation and Aging",0,0,4,0,1,0,0,0
Actualidad Contable Faces,,0,0,0,0,1,0,0,0
Actualidad Juridica Ambiental,,0,0,0,0,1,0,0,0
Actualidades en Psicologia,,0,0,0,0,1,0,0,0
Actualidades Pedagogicas,,0,0,0,0,2,0,0,0
ACTUALITE ECONOMIQUE,,0,0,0,0,2,0,0,0
Actualites Pharmaceutiques,Actualites Pharmaceutiques,0,0,2,1,0,0,0,0
Actualizaciones en Osteologia,Actualizaciones en Osteologia,0,1,1,0,0,1,0,0
Actuators,Actuators,0,5,0,0,0,0,0,0
ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH,Acupuncture and Electro-Therapeutics Research,0,1,3,0,0,0,0,0
Acupuncture and Related Therapies,,0,0,3,0,0,0,0,0
Acupuncture in Medicine,Acupuncture in Medicine,0,1,2,0,0,0,0,0
Acute Medicine & Surgery,,0,1,2,0,0,0,0,0
AD ALTA-Journal of Interdisciplinary Research,,1,6,1,1,3,3,0,0
Ad Hoc & Sensor Wireless Networks,Ad-Hoc and Sensor Wireless Networks,0,4,0,0,0,2,0,0
Ad Hoc Networks,Ad Hoc Networks,0,2,0,0,0,1,0,0
Adalya,,1,0,0,0,0,0,0,0
Adamantius,Adamantius,3,0,0,0,0,0,1,0
ADANSONIA,Adansonia,0,0,0,1,0,1,0,0
Adaptation-The Journal of Literature on Screen Studies,Adaptation,2,0,0,0,0,0,0,0
ADAPTED PHYSICAL ACTIVITY QUARTERLY,Adapted Physical Activity Quarterly,0,1,3,0,0,0,0,0
ADAPTIVE BEHAVIOR,Adaptive Behavior,1,1,2,0,2,1,0,0
Adaptive Human Behavior and Physiology,Adaptive Human Behavior and Physiology,0,1,3,0,1,1,0,0
ADCAIJ-Advances in Distributed Computing and Artificial Intelligence Journal,,0,2,0,0,0,1,0,0
AdComunica-Revista Cientifica de Estrategias Tendencias e Innovacion en Communicacion,,1,0,0,0,0,0,0,0
Addicta-The Turkish Journal on Addictions,,0,0,1,0,0,0,0,0
ADDICTION,Addiction,0,1,3,0,1,0,0,0
ADDICTION BIOLOGY,Addiction Biology,0,0,3,0,0,1,0,0
ADDICTION RESEARCH & THEORY,Addiction Research and Theory,0,0,3,0,1,0,0,0
Addiction Science & Clinical Practice,Addiction Science & Clinical Practice,0,1,3,0,0,0,0,0
ADDICTIVE BEHAVIORS,Addictive Behaviors,0,0,3,0,1,1,0,0
Addictive Disorders & Their Treatment,Addictive Disorders and their Treatment,0,1,3,0,1,0,0,0
Additive Manufacturing,Additive Manufacturing,0,5,1,0,0,1,0,0
Adelaide Law Review,,0,0,0,0,1,0,0,0
Adeptus,,2,0,0,0,1,0,0,0
ADHD-Attention Deficit and Hyperactivity Disorders,ADHD Attention Deficit and Hyperactivity Disorders,0,1,3,0,2,0,0,0
Adicciones,Adicciones,0,1,2,0,1,0,0,0
Adipocyte,Adipocyte,0,1,4,0,0,1,0,0
ADMET and DMPK,ADMET and DMPK,0,2,2,0,0,1,0,0
AD-minister,,0,0,0,0,1,0,0,0
Administracao Publica e Gestao Social,,0,0,0,0,2,0,0,0
Administracao-Ensino e Pesquisa,,0,0,0,0,2,0,0,0
Administration,Administration,0,0,0,0,3,0,0,0
ADMINISTRATION & SOCIETY,Administration and Society,0,0,0,0,3,0,0,0
Administration and Policy in Mental Health and Mental Health Services Research,Administration and Policy in Mental Health and Mental Health Services Research,1,0,2,0,0,0,0,0
ADMINISTRATIVE LAW REVIEW,,0,0,0,0,1,0,0,0
ADMINISTRATIVE SCIENCE QUARTERLY,Administrative Science Quarterly,1,0,0,0,3,0,0,0
Administrative Sciences,,0,0,0,0,2,0,0,0
Adolescent Health Medicine and Therapeutics,,0,1,4,0,0,0,0,0
Adolescent Psychiatry,,0,0,2,0,0,0,0,0
Adoption and Fostering,Adoption & Fostering,1,0,1,0,3,0,0,0
Adoption Quarterly,Adoption Quarterly,1,0,1,0,2,0,0,0
ADSORPTION SCIENCE & TECHNOLOGY,Adsorption Science and Technology,0,5,1,2,0,2,0,0
ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY,Adsorption,0,5,1,2,0,2,0,0
ADULT EDUCATION QUARTERLY,Adult Education Quarterly,0,0,0,0,1,0,0,0
Adultspan Journal,Adultspan Journal,0,0,0,0,1,0,0,0
Advanced Biomedical Engineering,Advanced Biomedical Engineering,0,4,3,1,0,1,0,0
Advanced Biosystems,,0,3,1,0,0,1,0,0
ADVANCED COMPOSITE MATERIALS,Advanced Composite Materials,0,5,1,1,0,1,0,0
ADVANCED COMPOSITES LETTERS,Advanced Composites Letters,0,5,1,0,0,0,0,0
ADVANCED DRUG DELIVERY REVIEWS,Advanced Drug Delivery Reviews,0,2,3,0,0,1,0,0
Advanced Education,,0,1,0,0,1,0,0,0
Advanced Electromagnetics,Advanced Electromagnetics,0,4,0,0,0,1,0,0
Advanced Electronic Materials,Advanced Electronic Materials,0,4,0,0,0,1,0,0
Advanced Emergency Nursing Journal,Advanced Emergency Nursing Journal,0,0,1,0,0,0,0,0
Advanced Energy Materials,Advanced Energy Materials,0,5,0,0,0,1,0,0
ADVANCED ENGINEERING INFORMATICS,Advanced Engineering Informatics,0,4,0,0,0,1,0,0
ADVANCED ENGINEERING MATERIALS,Advanced Engineering Materials,0,7,1,1,0,2,0,0
ADVANCED FUNCTIONAL MATERIALS,Advanced Functional Materials,0,5,1,1,0,2,0,0
Advanced Healthcare Materials,Advanced healthcare materials,1,4,3,0,0,1,0,0
Advanced Manufacturing-Polymer & Composites Science,,0,6,0,1,0,1,0,0
ADVANCED MATERIALS,Advanced Materials,0,6,1,1,0,2,0,0
ADVANCED MATERIALS & PROCESSES,,0,4,1,1,0,1,0,0
Advanced Materials Interfaces,Advanced Materials Interfaces,0,5,1,3,0,1,0,0
Advanced Materials Technologies,Advanced Materials Technologies,0,7,1,0,0,1,0,0
ADVANCED NONLINEAR STUDIES,Advanced Nonlinear Studies,0,0,0,0,0,2,0,0
Advanced Optical Materials,Advanced Optical Materials,0,4,0,0,0,2,0,0
Advanced Optical Technologies,Advanced Optical Technologies,0,5,1,0,0,2,0,0
Advanced Pharmaceutical Bulletin,Advanced Pharmaceutical Bulletin,0,0,3,0,0,1,0,0
Advanced Porous Materials,,0,4,1,0,0,1,0,0
ADVANCED POWDER TECHNOLOGY,Advanced Powder Technology,0,6,1,2,0,1,0,0
ADVANCED ROBOTICS,Advanced Robotics,0,3,0,0,0,1,0,0
Advanced Science,Advanced Science,0,4,2,0,0,4,0,0
Advanced Steel Construction,Advanced Steel Construction,0,4,0,0,0,0,0,0
Advanced Structural and Chemical Imaging,Advanced Structural and Chemical Imaging,0,6,2,1,0,2,0,0
Advanced Sustainable Systems,,0,3,0,1,2,0,0,0
ADVANCED SYNTHESIS & CATALYSIS,Advanced Synthesis and Catalysis,0,2,1,1,0,2,0,0
Advancements in Life Sciences,,0,1,0,0,0,2,0,0
Advances and Applications in Discrete Mathematics,,0,0,0,0,0,1,0,0
Advances and Applications in Mathematical Sciences,,0,0,0,0,0,1,0,0
Advances and Applications in Statistics,,0,1,0,0,3,1,0,0
Advances in Accounting,,0,0,0,0,1,0,0,0
Advances in Acoustics and Vibration,Advances in Acoustics and Vibration,0,6,1,0,0,1,0,0
Advances in Aircraft and Spacecraft Science,Advances in Aircraft and Spacecraft Science,0,2,0,0,0,1,0,0
ADVANCES IN ANATOMIC PATHOLOGY,Advances in Anatomic Pathology,0,0,3,1,0,1,0,0
Advances in Applied Ceramics,Advances in Applied Ceramics,0,5,0,0,0,1,0,0
Advances in Applied Clifford Algebras,Advances in Applied Clifford Algebras,0,1,0,0,0,2,0,0
ADVANCES IN APPLIED MATHEMATICS,Advances in Applied Mathematics,0,3,0,0,0,2,0,0
Advances in Applied Mathematics and Mechanics,Advances in Applied Mathematics and Mechanics,0,5,0,0,0,2,0,0
ADVANCES IN APPLIED PROBABILITY,Advances in Applied Probability,0,1,0,0,3,2,0,0
Advances in Astronomy,Advances in Astronomy,0,0,0,0,0,1,0,0
Advances in Astronomy and Space Physics,,0,0,0,0,0,1,0,0
ADVANCES IN ATMOSPHERIC SCIENCES,Advances in Atmospheric Sciences,0,1,0,0,0,1,0,0
Advances in Autism,Advances in Autism,0,1,3,0,2,1,0,0
Advances in Building Energy Research,Advances in Building Energy Research,0,4,0,0,0,0,0,0
Advances in Calculus of Variations,Advances in Calculus of Variations,0,2,0,0,0,1,0,0
Advances in Cellular and Molecular Otolaryngology,,0,0,2,0,0,0,0,0
ADVANCES IN CEMENT RESEARCH,Advances in Cement Research,0,4,0,0,0,1,0,0
ADVANCES IN CHRONIC KIDNEY DISEASE,Advances in Chronic Kidney Disease,0,1,2,0,0,0,0,0
Advances in Civil Engineering,Advances in Civil Engineering,0,1,0,0,0,0,0,0
Advances in Civil Engineering Materials,Advances in Civil Engineering Materials,0,2,0,0,0,1,0,0
Advances in Climate Change Research,Advances in Climate Change Research,0,1,0,2,0,1,0,0
Advances in Clinical and Experimental Medicine,Advances in Clinical and Experimental Medicine,0,1,4,2,0,1,0,0
Advances in Cognitive Psychology,Advances in Cognitive Psychology,0,0,1,0,1,0,0,0
ADVANCES IN COLLOID AND INTERFACE SCIENCE,Advances in Colloid and Interface Science,0,4,1,1,0,2,0,0
ADVANCES IN COMPLEX SYSTEMS,Advances in Complex Systems,1,7,1,1,3,5,0,0
Advances in Computational Design,,0,3,0,0,0,1,0,0
ADVANCES IN COMPUTATIONAL MATHEMATICS,Advances in Computational Mathematics,0,3,0,0,0,2,0,0
Advances in Concrete Construction,Advances in Concrete Construction,0,3,0,0,0,0,0,0
Advances in Condensed Matter Physics,Advances in Condensed Matter Physics,0,3,0,0,0,2,0,0
Advances in Data Analysis and Classification,Advances in Data Analysis and Classification,0,3,0,0,2,1,0,0
Advances in Data Science and Adaptive Analysis,,0,2,0,0,0,2,0,0
Advances in Developing Human Resources,Advances in Developing Human Resources,0,0,0,0,1,0,0,0
Advances in Difference Equations,Advances in Difference Equations,0,0,0,0,0,1,0,0
Advances in Differential Equations,Advances in Differential Equations,0,1,0,0,0,1,0,0
Advances in Differential Equations and Control Processes,,0,1,0,0,0,1,0,0
Advances in Digestive Medicine,,0,1,2,0,0,0,0,0
Advances in Dual Diagnosis,Advances in Dual Diagnosis,0,0,2,0,0,0,0,0
Advances in Electrical and Computer Engineering,Advances in Electrical and Computer Engineering,0,3,0,0,0,1,0,0
Advances in Electrical and Electronic Engineering,Advances in Electrical and Electronic Engineering,0,2,0,0,0,0,0,0
Advances in Energy Research,,0,1,0,0,0,1,0,0
Advances in Engineering Education,Advances in Engineering Education,0,2,0,0,0,0,0,0
ADVANCES IN ENGINEERING SOFTWARE,Advances in Engineering Software,0,4,0,0,0,1,0,0
Advances in Environmental Research-An International Journal,,0,3,0,0,0,1,0,0
Advances in Fuzzy Systems,Advances in Fuzzy Systems,0,4,0,0,2,2,0,0
ADVANCES IN GEOMETRY,Advances in Geometry,0,0,0,0,0,1,0,0
Advances in Group Theory and Applications,,0,0,0,0,0,1,0,0
ADVANCES IN HEALTH SCIENCES EDUCATION,Advances in Health Sciences Education,1,1,4,1,1,0,0,0
Advances in High Energy Physics,Advances in High Energy Physics,0,0,0,0,0,1,0,0
Advances in Hospitality and Tourism Research-AHTR,,0,0,1,0,2,0,0,0
Advances in Human Biology,,0,1,1,0,0,1,0,0
Advances in Human-Computer Interaction,Advances in Human-Computer Interaction,0,5,0,0,2,1,0,0
Advances in Integrative Medicine,Advances in Integrative Medicine,1,1,4,0,0,1,0,0
Advances in Life Course Research,Advances in Life Course Research,0,0,2,0,3,0,0,0
Advances in Manufacturing,Advances in Manufacturing,0,5,0,0,0,0,0,0
Advances in Materials Research-An International Journal,Advances in Materials Research (South Korea),0,4,1,0,0,0,0,0
Advances in Materials Science,,0,5,1,0,0,1,0,0
Advances in Materials Science and Engineering,Advances in Materials Science and Engineering,0,5,1,0,0,1,0,0
Advances in Mathematical Physics,Advances in Mathematical Physics,0,0,0,0,0,3,0,0
ADVANCES IN MATHEMATICS,Advances in Mathematics,0,0,0,0,0,1,0,0
Advances in Mathematics of Communications,Advances in Mathematics of Communications,0,1,0,0,0,2,0,0
Advances in Mechanical Engineering,Advances in Mechanical Engineering,0,4,0,0,0,0,0,0
Advances in Medical Education and Practice,,0,1,2,0,0,0,0,0
Advances in Medical Sciences,Advances in Medical Sciences,0,1,4,2,0,1,0,0
Advances in Mental Health,Advances in Mental Health,0,0,3,0,1,0,0,0
Advances in Mental Health and Intellectual Disabilities,Advances in Mental Health and Intellectual Disabilities,0,0,1,0,2,0,0,0
Advances in Meteorology,Advances in Meteorology,0,1,0,2,0,3,0,0
Advances in Microbiology,,0,1,2,4,0,2,0,0
Advances in Multimedia,Advances in Multimedia,0,3,0,0,1,1,0,0
Advances in Nano Research,Advances in Nano Research,0,6,2,1,0,3,0,0
Advances in Neonatal Care,Advances in Neonatal Care,0,1,3,1,0,0,0,0
Advances in Neuroimmune Biology,Advances in Neuroimmune Biology,0,1,3,0,0,2,0,0
Advances in Nonlinear Analysis,Advances in Nonlinear Analysis,0,3,0,0,0,1,0,0
ADVANCES IN NURSING SCIENCE,Advances in Nursing Science,0,0,1,0,0,0,0,0
Advances in Nutrition,Advances in Nutrition,0,1,3,2,0,1,0,0
Advances in Operations Research,Advances in Operations Research,0,2,0,0,2,1,0,0
Advances in Operator Theory,,0,0,0,0,0,1,0,0
Advances in Optics and Photonics,Advances in Optics and Photonics,0,2,1,0,0,2,0,0
Advances in OptoElectronics,Advances in OptoElectronics,0,3,0,0,0,1,0,0
Advances in Orthopedics,Advances in Orthopedics,0,1,2,0,0,0,0,0
Advances in Pharmacological Sciences,Advances in Pharmacological Sciences,0,1,3,1,0,2,0,0
Advances in Pharmacology and Pharmacy,,0,0,3,0,0,1,0,0
Advances in Physical Chemistry,Advances in Physical Chemistry,0,3,1,1,0,2,0,0
ADVANCES IN PHYSICS,Advances in Physics,0,2,0,0,0,1,0,0
Advances in Physics-X,Advances in Physics: X,0,1,0,0,0,2,0,0
ADVANCES IN PHYSIOLOGY EDUCATION,American Journal of Physiology - Advances in Physiology Education,0,1,3,0,0,0,0,0
ADVANCES IN POLYMER TECHNOLOGY,Advances in Polymer Technology,0,4,1,1,0,1,0,0
Advances in Production Engineering & Management,Advances in Production Engineering and Management,0,3,0,0,1,0,0,0
Advances in Pure and Applied Mathematics,Advances in Pure and Applied Mathematics,0,0,0,0,0,1,0,0
Advances in Respiratory Medicine,Advances in Respiratory Medicine,0,1,2,0,0,0,0,0
Advances in School Mental Health Promotion,Advances in School Mental Health Promotion,0,0,3,0,2,0,0,0
Advances in Science and Technology-Research Journal,,0,7,0,0,0,0,0,0
Advances in Skin & Wound Care,Advances in Skin and Wound Care,0,1,3,0,0,0,0,0
ADVANCES IN SPACE RESEARCH,Advances in Space Research,0,4,0,0,0,1,0,0
ADVANCES IN STRUCTURAL ENGINEERING,Advances in Structural Engineering,0,3,0,1,0,0,0,0
Advances in Theoretical and Mathematical Physics,Advances in Theoretical and Mathematical Physics,0,0,0,0,0,3,0,0
ADVANCES IN THERAPY,Advances in Therapy,0,1,3,1,0,1,0,0
Advances in Tribology,Advances in Tribology,0,4,0,0,0,0,0,0
Advances in Urology,Advances in Urology,0,1,2,0,0,0,0,0
Advances in Virology,Advances in Virology,0,0,3,2,0,2,0,0
ADVANCES IN WATER RESOURCES,Advances in Water Resources,0,3,0,2,0,2,0,0
Advances in Wound Care,Advances in Wound Care,0,1,3,0,0,1,0,0
Aedos-Revista do Corpo Discente do Programa de Pos-Graduacao em Historia da UFRGS,,1,0,0,0,0,0,0,0
Aeolian Research,Aeolian Research,0,3,0,0,0,1,0,0
Aequationes Mathematicae,Aequationes Mathematicae,0,0,0,0,0,1,0,0
AEROBIOLOGIA,Aerobiologia,0,2,2,2,0,1,0,0
AERONAUTICAL JOURNAL,Aeronautical Journal,0,2,0,0,0,0,0,0
Aerosol and Air Quality Research,Aerosol and Air Quality Research,0,2,0,0,0,2,0,0
AEROSOL SCIENCE AND TECHNOLOGY,Aerosol Science and Technology,0,4,1,0,0,2,0,0
Aerospace,Aerospace,0,2,0,0,0,0,0,0
AEROSPACE AMERICA,,0,2,0,0,0,0,0,0
Aerospace Medicine and Human Performance,Aerospace medicine and human performance,0,2,3,0,0,0,0,0
Aerospace Research in Bulgaria,,0,2,0,0,0,1,0,0
AEROSPACE SCIENCE AND TECHNOLOGY,Aerospace Science and Technology,0,3,0,0,0,0,0,0
AESTHETIC PLASTIC SURGERY,Aesthetic Plastic Surgery,0,1,2,0,0,0,0,0
Aesthetic Surgery Journal,Aesthetic Surgery Journal,0,1,3,0,0,0,0,0
Aestimatio-The IEB International Journal of Finance,,0,0,0,0,2,0,0,0
Aestimum,Aestimum,0,1,0,0,3,0,0,0
AEU-INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS,AEU - International Journal of Electronics and Communications,0,3,0,0,0,1,0,0
AEVUM-RASSEGNA DI SCIENZE STORICHE LINGUISTICHE E FILOLOGICHE,Aevum - Rassegna di Scienze Storiche Linguistiche e Filologiche,4,0,0,0,0,0,1,0
AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK,Affilia - Journal of Women and Social Work,1,0,1,0,1,0,0,0
AFINIDAD,Afinidad,0,4,1,2,0,1,0,0
Afkar-Jurnal Akidah & Pemikiran Islam-Journal of Aqidah & Islamic Thought,,2,0,0,0,0,0,0,0
AFRICA,Africa,1,0,0,0,3,0,0,0
Africa Education Review,Africa Education Review,0,0,0,0,2,0,0,0
Africa Spectrum,Afrika Spectrum,1,0,0,0,2,0,0,0
AFRICAN AFFAIRS,African Affairs,1,0,0,0,4,0,0,0
AFRICAN AMERICAN REVIEW,African American Review,2,0,0,0,1,0,0,0
African and Asian Studies,African and Asian Studies,3,0,0,0,3,0,0,0
African Archaeological Review,African Archaeological Review,3,1,0,0,0,0,0,0
AFRICAN ARTS,African Arts,2,0,0,0,0,0,0,0
AFRICAN DEVELOPMENT REVIEW-REVUE AFRICAINE DE DEVELOPPEMENT,African Development Review,1,0,0,0,3,0,0,0
African Diaspora,,1,0,0,0,1,0,0,0
African Disability Rights Yearbook,,0,0,0,0,1,0,0,0
AFRICAN ECONOMIC HISTORY,African Economic History,2,0,0,0,1,0,0,0
AFRICAN ENTOMOLOGY,African Entomology,0,0,0,0,0,1,0,0
African Geographical Review,African Geographical Review,1,1,0,0,1,0,0,0
African Health Sciences,African Health Sciences,1,1,3,0,0,0,0,0
African Historical Review,African Historical Review,2,0,0,0,0,0,0,0
AFRICAN INVERTEBRATES,African Invertebrates,0,0,0,0,0,1,0,0
African Journal of Accounting Auditing and Finance,,0,0,0,0,1,0,0,0
African Journal of Agricultural and Resource Economics-AFJARE,African Journal of Agricultural and Resource Economics,0,0,0,1,3,0,0,0
African Journal of Agricultural Research,,0,1,0,1,0,0,0,0
AFRICAN JOURNAL OF AQUATIC SCIENCE,African Journal of Aquatic Science,0,1,0,1,0,1,0,0
African Journal of Business Ethics,,1,0,0,0,1,0,0,0
African Journal of Diabetes Medicine,,0,1,1,0,0,0,0,0
African Journal of Disability,,0,1,1,0,0,0,0,0
AFRICAN JOURNAL OF ECOLOGY,African Journal of Ecology,0,1,0,2,0,1,0,0
African Journal of Economic and Management Studies,African Journal of Economic and Management Studies,0,0,0,0,3,0,0,0
African Journal of Emergency Medicine,African Journal of Emergency Medicine,0,1,2,0,0,0,0,0
African Journal of Health Professions Education,,0,1,0,0,0,0,0,0
AFRICAN JOURNAL OF HERPETOLOGY,African Journal of Herpetology,0,0,0,1,0,1,0,0
African Journal of Information Systems,,0,1,0,0,1,1,0,0
African Journal of International and Comparative Law,African Journal of International and Comparative Law,0,0,0,0,3,0,0,0
African Journal of Laboratory Medicine,African Journal of Laboratory Medicine,0,1,2,0,0,0,0,0
African Journal of Legal Studies,African Journal of Legal Studies,1,0,0,0,2,0,0,0
African Journal of Library Archives and Information Science,African Journal of Library Archives and Information Science,1,0,0,0,2,0,0,0
AFRICAN JOURNAL OF MARINE SCIENCE,African Journal of Marine Science,0,2,0,1,0,1,0,0
African Journal of Neurological Sciences,,0,1,2,0,0,0,0,0
African Journal of Nursing and Midwifery,Africa Journal of Nursing and Midwifery,0,0,0,0,1,0,0,0
African Journal of Primary Health Care & Family Medicine,African Journal of Primary Health Care and Family Medicine,1,1,2,0,0,0,0,0
AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE,African Journal of Range and Forage Science,0,1,0,1,0,0,0,0
African Journal of Reproductive Health,African Journal of Reproductive Health,1,1,2,0,0,0,0,0
African Journal of Research in Mathematics Science and Technology Education,"African Journal of Research in Mathematics, Science and Technology Education",0,2,0,0,0,3,0,0
African Journal of Respiratory Medicine,African Journal of Respiratory Medicine,0,1,1,0,0,0,0,0
African Journal of Rhetoric,,2,0,0,0,0,0,0,0
African Journal of Science Technology Innovation & Development,"African Journal of Science, Technology, Innovation and Development",0,5,1,1,4,3,0,0
African Journal of Urology,African Journal of Urology,0,1,2,0,0,0,0,0
African Journal of Wildlife Research,African Journal of Wildlife Research,0,0,0,0,0,1,0,0
African Journal on Conflict Resolution,,1,0,0,0,1,0,0,0
African Journalism Studies,African Journalism Studies,1,0,0,0,1,0,0,0
African Natural History,African Natural History,1,0,0,0,0,1,0,0
