Journal,Humanities,Technology,Medical,Farm,Social,Science,Religion,Arts
advances in nursing science,0,0,1,0,0,0,0,0
advances in nutrition,0,1,3,2,0,1,0,0
advances in operations research,0,2,0,0,2,1,0,0
advances in operator theory,0,0,0,0,0,1,0,0
advances in optics and photonics,0,2,1,0,0,2,0,0
advances in optoelectronics,0,3,0,0,0,1,0,0
advances in orthopedics,0,1,2,0,0,0,0,0
advances in pharmacological sciences,0,1,3,1,0,2,0,0
advances in pharmacology and pharmacy,0,0,3,0,0,1,0,0
advances in physical chemistry,0,3,1,1,0,2,0,0
advances in physics,0,2,0,0,0,1,0,0
advances in physics x,0,1,0,0,0,2,0,0
advances in physiology education,0,1,3,0,0,0,0,0
advances in polymer technology,0,4,1,1,0,1,0,0
advances in production engineering & management,0,3,0,0,1,0,0,0
advances in pure and applied mathematics,0,0,0,0,0,1,0,0
advances in respiratory medicine,0,1,2,0,0,0,0,0
advances in school mental health promotion,0,0,3,0,2,0,0,0
advances in science and technology research journal,0,7,0,0,0,0,0,0
advances in skin & wound care,0,1,3,0,0,0,0,0
advances in space research,0,4,0,0,0,1,0,0
advances in structural engineering,0,3,0,1,0,0,0,0
advances in theoretical and mathematical physics,0,0,0,0,0,3,0,0
advances in therapy,0,1,3,1,0,1,0,0
advances in tribology,0,4,0,0,0,0,0,0
advances in urology,0,1,2,0,0,0,0,0
advances in virology,0,0,3,2,0,2,0,0
advances in water resources,0,3,0,2,0,2,0,0
advances in wound care,0,1,3,0,0,1,0,0
aedos revista do corpo discente do programa de pos graduacao em historia da ufrgs,1,0,0,0,0,0,0,0
aeolian research,0,3,0,0,0,1,0,0
aequationes mathematicae,0,0,0,0,0,1,0,0
aerobiologia,0,2,2,2,0,1,0,0
aeronautical journal,0,2,0,0,0,0,0,0
aerosol and air quality research,0,2,0,0,0,2,0,0
aerosol science and technology,0,4,1,0,0,2,0,0
aerospace,0,2,0,0,0,0,0,0
aerospace america,0,2,0,0,0,0,0,0
aerospace medicine and human performance,0,2,3,0,0,0,0,0
aerospace research in bulgaria,0,2,0,0,0,1,0,0
aerospace science and technology,0,3,0,0,0,0,0,0
aesthetic plastic surgery,0,1,2,0,0,0,0,0
aesthetic surgery journal,0,1,3,0,0,0,0,0
aestimatio the ieb international journal of finance,0,0,0,0,2,0,0,0
aestimum,0,1,0,0,3,0,0,0
aeu international journal of electronics and communications,0,3,0,0,0,1,0,0
aevum rassegna di scienze storiche linguistiche e filologiche,4,0,0,0,0,0,1,0
affilia journal of women and social work,1,0,1,0,1,0,0,0
afinidad,0,4,1,2,0,1,0,0
afkar jurnal akidah & pemikiran islam journal of aqidah & islamic thought,2,0,0,0,0,0,0,0
africa,1,0,0,0,3,0,0,0
africa education review,0,0,0,0,2,0,0,0
africa spectrum,1,0,0,0,2,0,0,0
african affairs,1,0,0,0,4,0,0,0
african american review,2,0,0,0,1,0,0,0
african and asian studies,3,0,0,0,3,0,0,0
african archaeological review,3,1,0,0,0,0,0,0
african arts,2,0,0,0,0,0,0,0
african development review revue africaine de developpement,1,0,0,0,3,0,0,0
african diaspora,1,0,0,0,1,0,0,0
african disability rights yearbook,0,0,0,0,1,0,0,0
african economic history,2,0,0,0,1,0,0,0
african entomology,0,0,0,0,0,1,0,0
african geographical review,1,1,0,0,1,0,0,0
african health sciences,1,1,3,0,0,0,0,0
african historical review,2,0,0,0,0,0,0,0
african invertebrates,0,0,0,0,0,1,0,0
african journal of accounting auditing and finance,0,0,0,0,1,0,0,0
african journal of agricultural and resource economics afjare,0,0,0,1,3,0,0,0
african journal of agricultural research,0,1,0,1,0,0,0,0
african journal of aquatic science,0,1,0,1,0,1,0,0
african journal of business ethics,1,0,0,0,1,0,0,0
african journal of diabetes medicine,0,1,1,0,0,0,0,0
african journal of disability,0,1,1,0,0,0,0,0
african journal of ecology,0,1,0,2,0,1,0,0
african journal of economic and management studies,0,0,0,0,3,0,0,0
african journal of emergency medicine,0,1,2,0,0,0,0,0
african journal of health professions education,0,1,0,0,0,0,0,0
african journal of herpetology,0,0,0,1,0,1,0,0
african journal of information systems,0,1,0,0,1,1,0,0
african journal of international and comparative law,0,0,0,0,3,0,0,0
african journal of laboratory medicine,0,1,2,0,0,0,0,0
african journal of legal studies,1,0,0,0,2,0,0,0
african journal of library archives and information science,1,0,0,0,2,0,0,0
african journal of marine science,0,2,0,1,0,1,0,0
african journal of neurological sciences,0,1,2,0,0,0,0,0
african journal of nursing and midwifery,0,0,0,0,1,0,0,0
african journal of primary health care & family medicine,1,1,2,0,0,0,0,0
african journal of range & forage science,0,1,0,1,0,0,0,0
african journal of reproductive health,1,1,2,0,0,0,0,0
african journal of research in mathematics science and technology education,0,2,0,0,0,3,0,0
african journal of respiratory medicine,0,1,1,0,0,0,0,0
african journal of rhetoric,2,0,0,0,0,0,0,0
african journal of science technology innovation & development,0,5,1,1,4,3,0,0
african journal of urology,0,1,2,0,0,0,0,0
african journal of wildlife research,0,0,0,0,0,1,0,0
african journal on conflict resolution,1,0,0,0,1,0,0,0
african journalism studies,1,0,0,0,1,0,0,0
african natural history,1,0,0,0,0,1,0,0
african review of economics and finance aref,0,0,0,0,2,0,0,0
african review of physics,0,1,0,0,0,2,0,0
african safety promotion,0,0,0,0,1,0,0,0
african security,0,0,0,0,2,0,0,0
african security review,0,0,0,0,3,0,0,0
african sociological review,1,0,0,0,1,0,0,0
african studies,3,0,0,0,4,0,0,0
african studies review,3,0,0,0,3,0,0,0
african vision and eye health journal,0,1,2,0,0,0,0,0
african zoology,0,0,0,1,0,1,0,0
africana linguistica,2,0,0,0,0,0,0,0
afriques debats methodes et terrains d histoire,1,0,0,0,1,0,0,0
afterall,1,0,0,0,0,0,0,0
agathos an international review of the humanities and social sciences,3,0,0,0,2,0,0,0
age and ageing,1,1,4,1,2,1,0,0
age of human rights journal,1,0,0,0,1,0,0,0
ageing & society,2,1,4,0,4,0,0,0
ageing international,0,1,4,0,2,0,0,0
ageing research reviews,0,1,4,0,1,2,0,0
agenda,1,0,0,0,0,0,0,0
agenda a journal of policy analysis and reform,1,0,0,0,0,0,0,0
agenda empowering women for gender equity,1,0,0,0,0,0,0,0
ager revista de estudios sobre despoblacion y desarrollo rural,1,1,0,0,2,0,0,0
aggression and violent behavior,1,0,3,0,4,0,0,0
aggressive behavior,1,0,0,0,2,1,0,0
aging & mental health,0,1,4,1,1,1,0,0
aging and disease,1,1,4,1,0,2,0,0
aging cell,0,1,4,0,0,1,0,0
aging clinical and experimental research,0,1,4,1,1,1,0,0
aging male,0,1,4,0,0,1,0,0
aging neuropsychology and cognition,0,0,4,0,1,1,0,0
aging us,0,1,4,0,1,1,0,0
agora para la educacion fisica y el deporte,0,0,0,0,2,0,0,0
agora estudos classicos em debate,2,0,0,0,0,0,0,0
agora papeles de filosofia,1,0,0,0,0,0,0,0
agrarforschung schweiz,0,1,0,1,0,0,0,0
agrekon,0,0,1,1,2,0,0,0
agribusiness,0,1,0,2,2,0,0,0
agricultura sociedad y desarrollo,0,0,0,1,1,0,0,0
agricultural & environmental letters,0,2,0,1,1,0,0,0
agricultural and food science,0,2,2,4,1,1,0,0
agricultural and forest entomology,0,0,1,2,0,1,0,0
agricultural and forest meteorology,0,1,0,2,0,0,0,0
agricultural and resource economics review,0,0,0,1,3,0,0,0
agricultural economics,0,0,0,2,2,0,0,0
agricultural economics zemedelska ekonomika,0,0,0,1,2,0,0,0
agricultural finance review,0,0,0,1,2,0,0,0
agricultural history,1,0,0,1,0,0,0,0
agricultural history review,1,0,0,1,0,0,0,0
agricultural research,0,0,0,3,0,0,0,0
agricultural systems,0,1,0,1,1,0,0,0
agricultural water management,0,3,0,1,0,0,0,0
agriculture and human values,1,1,0,2,2,0,0,0
agriculture ecosystems & environment,0,3,1,1,2,0,0,0
agriculture basel,0,0,0,2,0,0,0,0
agritech jurnal teknologi pertanian,0,0,0,1,0,0,0,0
agri the journal of the turkish society of algology,0,1,2,0,0,0,0,0
agrivita,0,0,0,1,0,0,0,0
agrochimica,0,1,1,1,0,1,0,0
agrociencia,0,1,0,1,0,0,0,0
agrociencia uruguay,0,0,0,1,0,0,0,0
agroecology and sustainable food systems,0,3,0,2,2,1,0,0
agroforestry systems,0,1,0,2,0,0,0,0
agroindustria sociedad y ambiente asa,0,1,0,1,0,0,0,0
agrolife scientific journal,0,0,0,1,0,0,0,0
agronomia mesoamericana,0,0,0,1,0,0,0,0
agronomy for sustainable development,0,2,0,1,1,0,0,0
agronomy journal,0,1,0,1,0,0,0,0
agronomy basel,0,0,0,2,0,0,0,0
agua y territorio,0,1,0,0,0,1,0,0
ai & society,2,4,0,0,2,1,0,0
ai communications,0,3,0,0,1,1,0,0
ai edam artificial intelligence for engineering design analysis and manufacturing,0,7,0,0,0,1,0,0
ai magazine,0,4,0,0,1,1,0,0
aiaa journal,0,3,0,0,0,0,0,0
aib studi,0,0,0,0,1,0,0,0
aibr revista de antropologia iberoamericana,2,0,0,0,1,0,0,0
aiche journal,0,4,1,1,0,0,0,0
aids,0,1,3,0,0,1,0,0
aids and behavior,0,1,3,0,2,1,0,0
aids care psychological and socio medical aspects of aids hiv,0,0,3,0,2,0,0,0
aids education and prevention,0,0,3,0,2,0,0,0
aids patient care and stds,0,0,3,0,0,0,0,0
aids research and human retroviruses,0,1,3,0,0,1,0,0
aids research and therapy,0,1,3,0,0,1,0,0
aids research and treatment,0,0,3,0,0,1,0,0
aids reviews,0,1,3,0,0,1,0,0
aila review,1,0,0,0,0,0,0,0
aims agriculture and food,0,1,1,3,0,0,0,0
aims allergy and immunology,0,0,3,1,0,1,0,0
aims bioengineering,0,3,1,0,0,0,0,0
aims biophysics,0,1,2,3,0,3,0,0
aims energy,0,3,0,0,0,1,0,0
aims environmental science,0,1,0,0,0,2,0,0
aims genetics,0,0,4,1,0,1,0,0
aims geosciences,0,2,0,0,0,1,0,0
aims materials science,0,4,1,0,0,1,0,0
aims mathematics,0,0,0,0,0,1,0,0
aims medical science,0,1,3,1,0,0,0,0
aims microbiology,0,1,1,2,0,1,0,0
aims molecular science,0,1,2,1,0,1,0,0
aims neuroscience,0,1,4,0,0,1,0,0
aims public health,0,1,3,2,1,0,0,0
ain shams engineering journal,0,4,0,0,0,0,0,0
ain shams journal of anesthesiology,0,1,2,0,0,0,0,0
aip advances,0,3,1,0,0,2,0,0
air & space law,0,0,0,0,1,0,0,0
air quality atmosphere and health,0,2,3,1,0,3,0,0
air soil and water research,0,3,0,1,0,2,0,0
aircraft engineering and aerospace technology,0,3,0,0,0,0,0,0
aisthema international journal,1,0,0,0,0,0,1,0
aisthesis pratiche linguaggi e saperi dell estetico,3,0,0,0,0,0,0,0
aitia regards sur la culture hellenistique au xxie siecle,2,0,0,0,0,0,0,0
ajalooline ajakiri the estonian historical journal,2,0,0,0,1,0,0,0
ajar african journal of aids research,1,1,3,0,0,0,0,0
ajidd american journal on intellectual and developmental disabilities,1,1,2,0,2,1,0,0
ajp reports,0,1,2,0,0,0,0,0
ajs review the journal of the association for jewish studies,2,0,0,0,1,0,1,0
ajsp reviews and reports,0,0,3,0,0,0,0,0
akademeia,2,5,0,1,1,0,0,0
akademika,0,0,0,0,1,0,0,0
akce international journal of graphs and combinatorics,0,1,0,0,0,2,0,0
akkadica,3,0,0,0,0,0,0,0
akroterion journal for the classics in south africa,1,0,0,0,0,0,0,0
aktualni gynekologie a porodnictvi,0,1,1,0,0,0,0,0
aktualnosci neurologiczne,0,1,3,0,0,0,0,0
aktuelle dermatologie,0,0,1,0,0,0,0,0
aktuelle ernahrungsmedizin,0,1,1,0,0,0,0,0
aktuelle kardiologie,0,1,1,0,0,0,0,0
aktuelle neurologie,0,1,2,0,0,0,0,0
aktuelle rheumatologie,0,1,2,0,0,0,0,0
aktuelle urologie,0,1,2,0,0,0,0,0
akustika,0,4,0,0,0,1,0,0
akzente zeitschrift fur literatur,1,0,0,0,0,0,0,0
alabe revista de investigacion sobre lectura y escritura,1,0,0,0,0,0,0,0
al arabiyya journal of the american association of teachers of arabic,1,0,0,0,0,0,0,0
al bayan journal of quran and hadith studies,2,0,0,0,1,0,0,0
alberta journal of educational research,0,0,0,0,1,0,0,0
alberta law review,0,0,0,0,2,0,0,0
alcheringa,0,0,0,0,0,2,0,0
alcohol,0,1,3,1,1,1,0,0
alcohol and alcoholism,0,1,3,0,1,0,0,0
alcohol research current reviews,0,0,2,0,0,0,0,0
alcoholism treatment quarterly,0,1,3,0,1,0,0,0
alcoholism clinical and experimental research,0,1,3,0,1,0,0,0
aldrichimica acta,0,0,1,0,0,1,0,0
alea estudos neolatinos,1,0,0,0,0,0,0,0
alea latin american journal of probability and mathematical statistics,0,1,0,0,1,1,0,0
aleph historical studies in science & judaism,2,0,0,0,2,0,0,0
alergia astma immunologia,0,1,3,0,0,1,0,0
alergologia polska polish journal of allergology,0,1,3,0,0,0,0,0
alexandria engineering journal,0,3,0,0,0,0,0,0
alexandria journal of medicine,0,1,2,0,0,0,0,0
algae,0,2,1,0,0,1,0,0
algal research biomass biofuels and bioproducts,0,2,1,2,0,2,0,0
algebra & discrete mathematics,0,1,0,0,0,2,0,0
algebra & number theory,0,0,0,0,0,1,0,0
algebra and logic,1,1,0,0,0,2,0,0
algebra colloquium,0,1,0,0,0,1,0,0
algebra universalis,0,0,0,0,0,2,0,0
algebraic and geometric topology,0,0,0,0,0,1,0,0
algebraic geometry,0,0,0,0,0,1,0,0
algebras and representation theory,0,0,0,0,0,1,0,0
algorithmic finance,0,1,0,0,2,1,0,0
algorithmica,0,2,0,0,0,2,0,0
algorithms,0,3,0,0,0,1,0,0
algorithms for molecular biology,0,2,3,2,0,2,0,0
alimentary pharmacology & therapeutics,0,1,3,0,0,0,0,0
al jamiah journal of islamic studies,2,0,0,0,0,0,0,0
alkoholizm i narkomania alchoholism and drug addition,0,0,3,0,3,0,0,0
all azimuth a journal of foreign policy and peace,1,0,0,0,2,0,0,0
allelopathy journal,0,0,1,2,0,1,0,0
allergo journal,0,0,2,0,0,0,0,0
allergologia et immunopathologia,0,1,3,1,0,1,0,0
allergologie,0,0,2,1,0,0,0,0
allergology international,0,1,3,1,0,1,0,0
allergy,0,1,3,1,0,1,0,0
allergy & rhinology,0,0,2,0,0,0,0,0
allergy and asthma proceedings,0,1,3,0,0,0,0,0
allergy asthma & immunology research,0,1,3,1,0,1,0,0
allergy asthma & respiratory disease,0,0,2,0,0,0,0,0
allergy asthma and clinical immunology,0,1,3,0,0,1,0,0
allgemeine forst und jagdzeitung,0,0,0,2,0,1,0,0
allgemeine zeitschrift fur philosophie,1,0,0,0,0,0,0,0
al masaq journal of the medieval mediterranean,3,0,0,0,1,0,0,0
almatourism journal of tourism culture and territorial development,0,0,0,0,3,0,0,0
aloma revista de psicologia ciencies de l educacio i de l esport,0,0,1,0,1,0,0,0
alpha revista de artes letras y filosofia,3,0,0,0,1,0,0,0
alpine botany,0,0,1,2,0,1,0,0
al qantara,3,0,0,0,2,0,0,0
al shajarah,2,0,0,0,1,0,0,0
alsic apprentissage des langues et systems d information et de communication,0,0,0,0,2,0,0,0
alter european journal of disability research,1,0,2,0,1,0,0,0
alteridad revista de educacion,1,0,0,0,0,0,0,0
alternative law journal,0,0,0,0,1,0,0,0
alternative therapies in health and medicine,0,1,2,0,0,0,0,0
alternative an international journal of indigenous peoples,2,0,0,0,0,0,0,0
alternatives,1,0,0,0,3,0,0,0
altex alternatives to animal experimentation,0,1,3,0,0,0,0,0
altre modernita rivista di studi letterari e culturali,3,0,0,0,1,0,0,0
alzheimer disease & associated disorders,0,1,4,0,0,0,0,0
alzheimers & dementia,0,1,4,0,1,1,0,0
alzheimers research & therapy,0,1,4,0,0,1,0,0
ama agricultural mechanization in asia africa and latin america,0,2,0,1,0,0,0,0
amaltea revista de mitocritica,4,0,0,0,0,0,0,0
amazonia investiga,1,0,0,0,1,0,0,0
amb express,0,1,3,2,0,1,0,0
ambient science,0,0,0,1,0,1,0,0
ambiente y desarrollo,0,1,0,0,1,0,0,0
ambio,1,4,1,2,2,2,0,0
ambitos revista de estudios de ciencias sociales y humanidades,2,0,0,0,2,0,0,0
ambix,1,1,1,1,0,1,0,0
ameghiniana,0,0,0,0,0,1,0,0
amerasia journal,4,0,0,0,1,0,0,0
america latina hoy revista de ciencias sociales,2,0,0,0,3,0,0,0
america sin nombre,3,0,0,0,0,0,0,0
american annals of the deaf,1,1,1,0,1,0,0,0
american anthropologist,3,0,1,0,1,1,0,0
american antiquity,3,0,0,0,0,0,0,0
american art,2,0,0,0,0,0,0,0
american bankruptcy law journal,0,0,0,0,2,0,0,0
american behavioral scientist,1,0,2,0,4,0,0,0
american biology teacher,0,1,1,0,0,0,0,0
american book review,2,0,0,0,1,0,0,0
american business law journal,0,0,0,0,3,0,0,0
american catholic philosophical quarterly,1,0,0,0,1,0,0,0
american ceramic society bulletin,0,4,0,0,0,1,0,0
american criminal law review,0,0,0,0,2,0,0,0
american economic journal applied economics,0,0,0,0,2,0,0,0
american economic journal economic policy,0,0,0,0,3,0,0,0
american economic journal macroeconomics,0,0,0,0,2,0,0,0
american economic journal microeconomics,0,0,0,0,2,0,0,0
american economic review,0,0,0,0,3,0,0,0
american educational research journal,1,0,0,0,1,0,0,0
american ethnologist,2,0,0,0,1,0,0,0
american family physician,0,1,2,0,0,0,0,0
american fern journal,0,1,1,1,0,1,0,0
american foreign policy interests,0,0,0,0,2,0,0,0
american health and drug benefits,0,1,3,0,0,0,0,0
american heart journal,0,1,2,0,0,0,0,0
american historical review,1,0,0,0,0,0,0,0
american history,1,0,0,0,0,0,0,0
american imago,2,0,0,0,2,0,0,0
american indian and alaska native mental health research,1,0,1,0,0,0,0,0
american indian culture and research journal,3,1,0,0,1,0,0,0
american jewish history,2,0,0,0,1,0,0,0
american journal of agricultural economics,0,0,0,1,3,0,0,0
american journal of alzheimers disease and other dementias,0,1,4,0,1,1,0,0
american journal of archaeology,1,0,0,0,0,0,0,0
american journal of audiology,0,1,2,0,1,1,0,0
american journal of bioethics,1,1,3,0,0,0,0,0
american journal of blood research,0,1,3,0,0,1,0,0
american journal of botany,0,1,1,3,0,1,0,0
american journal of business,0,0,0,0,1,0,0,0
american journal of cancer research,0,1,3,0,0,2,0,0
american journal of cardiology,0,1,4,0,0,0,0,0
american journal of cardiovascular disease,0,1,3,1,0,0,0,0
american journal of cardiovascular drugs,0,1,3,0,0,0,0,0
american journal of case reports,0,0,3,1,0,0,0,0
american journal of chinese medicine,0,0,3,0,0,0,0,0
american journal of clinical and experimental immunology,0,1,3,0,0,2,0,0
american journal of clinical and experimental urology,0,1,3,0,0,0,0,0
american journal of clinical dermatology,0,1,3,0,0,1,0,0
american journal of clinical hypnosis,0,0,1,0,0,0,0,0
american journal of clinical nutrition,0,1,3,1,0,1,0,0
american journal of clinical oncology cancer clinical trials,0,1,3,0,0,0,0,0
american journal of clinical pathology,0,1,3,0,0,0,0,0
american journal of community psychology,0,0,3,0,2,0,0,0
american journal of comparative law,0,0,0,0,4,0,0,0
american journal of criminal justice,0,0,0,0,2,0,0,0
american journal of critical care,0,1,3,0,0,0,0,0
american journal of cultural sociology,1,0,0,0,1,0,0,0
american journal of dance therapy,0,0,3,0,1,0,0,0
american journal of dentistry,0,1,3,0,0,1,0,0
american journal of dermatopathology,0,1,3,1,0,1,0,0
american journal of distance education,0,1,0,0,1,0,0,0
american journal of drug and alcohol abuse,0,0,3,0,1,0,0,0
american journal of economics and sociology,0,0,0,0,4,0,0,0
american journal of education,1,1,0,0,1,0,0,0
american journal of emergency medicine,0,1,3,1,0,0,0,0
american journal of enology and viticulture,0,1,1,2,0,0,0,0
american journal of epidemiology,0,1,3,1,0,0,0,0
american journal of evaluation,0,0,1,0,4,0,0,0
american journal of family therapy,0,0,2,0,2,0,0,0
american journal of forensic medicine and pathology,0,1,2,1,1,0,0,0
american journal of gastroenterology,0,1,3,0,0,0,0,0
american journal of geriatric psychiatry,0,0,4,0,0,0,0,0
american journal of health behavior,0,0,3,0,2,1,0,0
american journal of health economics,0,0,3,0,2,0,0,0
american journal of health education,0,0,3,0,1,0,0,0
american journal of health promotion,0,1,3,0,1,0,0,0
american journal of health system pharmacy,0,0,3,0,0,0,0,0
american journal of hematology,0,1,3,0,0,1,0,0
american journal of hematology oncology,0,1,3,0,0,1,0,0
american journal of hospice & palliative medicine,0,1,3,0,0,0,0,0
american journal of human biology,1,1,3,1,1,1,0,0
american journal of human genetics,0,2,3,0,0,1,0,0
american journal of hypertension,0,1,4,0,0,0,0,0
american journal of industrial medicine,0,1,3,0,0,0,0,0
american journal of infection control,0,1,3,0,0,1,0,0
american journal of infectious diseases,0,0,2,1,0,2,0,0
american journal of international law,1,0,0,0,5,0,0,0
american journal of kidney diseases,0,1,2,0,0,0,0,0
american journal of law & medicine,0,1,3,0,1,0,0,0
american journal of legal history,1,0,0,0,1,0,0,0
american journal of lifestyle medicine,0,1,3,0,0,0,0,0
american journal of managed care,0,1,3,0,0,0,0,0
american journal of mathematics,0,0,0,0,0,1,0,0
american journal of medical genetics part a,0,1,3,0,0,1,0,0
american journal of medical genetics part b neuropsychiatric genetics,0,1,3,0,0,1,0,0
american journal of medical genetics part c seminars in medical genetics,0,1,3,0,0,1,0,0
american journal of medical quality,0,1,2,0,0,0,0,0
american journal of medicine,0,1,3,1,0,0,0,0
american journal of mens health,0,0,3,0,0,0,0,0
american journal of nephrology,0,1,2,0,0,0,0,0
american journal of neuroradiology,0,1,2,0,0,0,0,0
american journal of nuclear medicine and molecular imaging,0,2,3,0,0,1,0,0
american journal of nursing,0,0,3,0,0,0,0,0
american journal of obstetrics and gynecology,0,1,2,0,0,1,0,0
american journal of occupational therapy,0,1,3,0,2,0,0,0
american journal of ophthalmology,0,1,2,1,0,0,0,0
american journal of orthodontics and dentofacial orthopedics,0,0,2,1,0,0,0,0
american journal of orthopsychiatry,0,0,2,0,0,0,0,0
american journal of otolaryngology,0,1,2,0,0,0,0,0
